y_test,y_pred,y_proba
0,0,0.4251326764820237
0,1,0.5992842269243639
0,0,0.14233554726973693
0,0,0.19181386856349478
0,0,0.2781526737909427
0,1,0.671392117467174
0,0,0.3099810893377752
0,0,0.10418808435531932
1,1,0.6019951607677055
0,1,0.7097585786253673
0,0,0.1416568191410661
0,0,0.3173201368537759
0,1,0.514328593008297
0,0,0.16967314458217797
0,1,0.7659771916683344
0,1,0.605676512369035
0,0,0.295667897181537
0,0,0.1939391686032614
0,1,0.5736254618988742
0,1,0.5681197028696022
0,0,0.11715749208055808
0,0,0.19809640909474965
1,0,0.35842530882889356
1,0,0.24781181921710885
0,0,0.4558614623078215
0,0,0.44546915689663347
0,1,0.5432448178960696
0,1,0.7417076377241617
0,0,0.30495169985802145
0,0,0.19590601565769666
0,0,0.2488495313765597
1,1,0.6444293909181089
0,0,0.1908296778055677
0,0,0.4447154259811464
0,0,0.2967727190343821
0,0,0.25456388970084065
0,0,0.2363815699278255
1,1,0.790937105909006
0,0,0.029671438459418564
1,1,0.8438428076192469
1,1,0.6883804529877917
0,1,0.608089249175959
0,0,0.1723940751366878
0,1,0.5510970758152473
0,0,0.4545396018688069
0,0,0.3739727652108049
0,1,0.7754752941638723
0,0,0.37010332701852516
0,0,0.10931202089431545
1,0,0.16454713507721716
0,1,0.8485686684730527
0,0,0.22981954809391456
1,1,0.82453253136342
0,0,0.43009586042922865
0,0,0.41385673565883263
0,0,0.1916245838728154
1,1,0.9111577672048408
0,0,0.3443569745386791
0,0,0.23604045089691403
0,0,0.26120022790274994
0,0,0.249035773802195
1,1,0.9538885503018334
0,0,0.4731940774487159
0,0,0.2857196468865429
0,0,0.36930317875656365
0,0,0.4061519058463032
0,1,0.6694565146176252
0,0,0.20227147853950653
1,0,0.45051840844293106
0,1,0.5294744681954869
1,1,0.8558863046902712
0,0,0.40629898038915313
0,0,0.3102833890324961
0,1,0.8099243232651262
0,0,0.27408896923725484
0,1,0.5698406252173849
0,0,0.2769068773662603
1,1,0.9184616462538079
0,0,0.20650688436608164
0,0,0.21643025762000354
0,1,0.7676606610431149
0,0,0.20739999523952904
1,1,0.7592999790956435
0,0,0.1992721610013326
1,1,0.5116375541944739
0,0,0.12162846171703887
0,0,0.40985171838333273
0,0,0.1502212110250993
0,1,0.5406692380185253
0,0,0.2594968809775711
0,0,0.35979557134743334
0,0,0.16999726832373646
0,0,0.16316690669246303
0,1,0.579719592368007
0,1,0.6764026664461844
0,0,0.31953191797586267
0,0,0.25966644920179816
0,0,0.268362660583431
0,0,0.17453585631414634
0,0,0.42600889583137286
1,1,0.836219586057408
0,0,0.45576630914968974
0,0,0.05499606235466419
1,1,0.7496504891164576
0,1,0.5817122585406624
0,0,0.29774742765463275
0,0,0.28055575104877095
0,0,0.3669652108990148
0,1,0.7254035663169458
0,1,0.5720505238883818
1,0,0.43097452202976616
1,0,0.4476668034418246
0,1,0.5375529742554097
0,0,0.2509991108604169
0,0,0.3591208831559542
1,1,0.7209420922941993
1,0,0.05366457295082247
1,1,0.6552817984437401
0,0,0.21998560998896904
0,0,0.30851092008158854
0,0,0.32785848804356166
0,1,0.534867080994039
0,0,0.13467125504021424
0,0,0.1011892545350285
0,0,0.33538879718553843
1,0,0.4709058842282396
0,1,0.8799853885692129
0,0,0.3439695069351279
1,1,0.7488614296277336
0,0,0.34352485297419505
0,0,0.12451570913197353
0,1,0.7532990068772853
1,1,0.7520537778027487
0,0,0.24603623631545063
1,1,0.6574072461033483
0,0,0.3694366636894631
0,0,0.1268536970373802
0,0,0.22841198240921243
0,1,0.64670958536208
0,0,0.18983528335414415
0,1,0.8295079772779912
0,0,0.3714270123054815
1,1,0.7567637106707826
1,1,0.7723711135745057
0,0,0.2915136055168135
0,0,0.29045818296875736
1,1,0.9166330122957672
0,0,0.4644098419915443
0,0,0.056614953817890154
0,1,0.5963668465711184
0,1,0.6175231204628694
0,0,0.2894918214811457
1,1,0.8575131468118866
1,1,0.5640257315279739
0,0,0.21508296183488737
1,1,0.7950837214837935
0,1,0.8436480316558113
0,0,0.4895606090914003
0,0,0.11433563200715899
0,0,0.43042580152957205
0,0,0.2772518442088285
1,0,0.3402839240750454
0,1,0.6538873279177095
0,0,0.30185309495270496
1,0,0.41820695382283846
0,0,0.43724377946417736
0,0,0.4915194817307517
0,0,0.1472564313263385
0,0,0.2903216015155888
0,0,0.14011672885754042
0,0,0.2776032456151134
1,1,0.947402221011969
0,0,0.18452429031414863
0,0,0.09526969430569962
0,0,0.2278303210306034
0,0,0.3140802444255592
0,0,0.25303901124277184
0,1,0.6730508670492049
0,1,0.5411762802925476
1,0,0.11012088697599781
0,0,0.3621081643368237
0,0,0.32985507211942744
0,1,0.7442475744813583
1,1,0.8227119266437016
0,0,0.3289092640200992
0,1,0.5902073855576441
0,0,0.2475301505535296
0,0,0.04272069524342674
0,0,0.49650398316724104
0,0,0.14926666693456458
0,0,0.3616235798197905
0,1,0.5446557437823089
0,0,0.28598367896391186
0,1,0.5196242442982363
0,1,0.5153629299708941
0,0,0.0661289054216671
0,0,0.4104204791656061
1,1,0.747398175990307
0,1,0.6081272680836556
0,0,0.4354843960296023
1,1,0.5991110801916134
0,0,0.12135775682393915
1,1,0.6969356910153947
0,0,0.16763460254337
0,0,0.24285074724180425
0,1,0.7371707466598388
0,0,0.35628169540831683
0,0,0.09704613420105475
0,0,0.42598729667002005
0,0,0.14923522784332738
1,1,0.6793011734667871
0,0,0.4695947822838589
0,0,0.08906905081452232
0,0,0.4865532398077576
0,0,0.4025418530531648
0,0,0.0673237998473296
1,1,0.6918778854237172
1,0,0.32546939347759385
0,1,0.5701054619560011
0,0,0.2317432068461348
0,0,0.36794792032713536
1,1,0.7762894436745202
0,1,0.5955490343020687
0,1,0.5011411833183343
0,0,0.13654783008792726
0,0,0.20757898812695857
1,0,0.25449344054650846
0,0,0.21741697418019781
0,1,0.8564679885969322
1,1,0.5107198513178797
0,1,0.7309475799392537
1,1,0.5621302996184432
0,1,0.6348524420184848
0,0,0.31470142847355514
0,0,0.23811563053257134
0,0,0.12542153286974347
0,0,0.08454490056989061
0,0,0.09770157284548465
0,1,0.6073476153162647
0,0,0.3222797777823985
0,1,0.5840476410263085
0,1,0.5911670008632918
1,1,0.7979240440358842
0,1,0.8556074974774289
0,0,0.3896771855563649
0,0,0.25087246393775225
0,0,0.1767364841039428
0,1,0.8020587579420899
1,1,0.5703870194358082
0,0,0.3637476907025674
0,0,0.3599861677614837
0,0,0.2591534682545319
0,0,0.12391774988871436
0,1,0.5583232626170537
1,1,0.9004387787193002
0,0,0.40093416251148495
0,0,0.48126960686529796
1,0,0.4908354018402867
0,0,0.15254636066439808
0,0,0.2757145208825105
1,1,0.7895520068640509
0,1,0.5562130555388196
0,1,0.5303050412565158
0,1,0.5307316726489865
0,1,0.5031939250049977
0,1,0.8778188071243815
1,1,0.7264731893016108
0,0,0.41821549892056803
0,1,0.5311502900605822
1,1,0.688289816852788
1,1,0.8059601344708034
0,0,0.37702105971505906
0,0,0.4472334993855729
0,0,0.39637453664070715
0,1,0.9191298580457806
1,1,0.8353677469338537
0,0,0.37285825699215225
0,1,0.6270031395754952
0,0,0.27367770217635784
1,1,0.5659089889597412
0,0,0.2624977578561692
0,0,0.22020076354067583
0,0,0.23729301884710868
0,0,0.25633047182856294
0,0,0.12682067262156727
0,0,0.36587537458173397
0,0,0.37075230364489836
0,0,0.40489482027109136
0,0,0.4492190297940356
0,0,0.2472918010119548
0,1,0.5651022052311999
0,0,0.19439847499595342
1,1,0.9237281055328886
0,0,0.21565842719214115
1,1,0.8524979053122934
0,1,0.6123374215877914
1,1,0.677002654564111
0,0,0.17008994747438705
1,1,0.5586055564315802
0,0,0.26497364334616713
0,0,0.0712522310553712
0,1,0.5553678036756847
0,0,0.36815413064038166
1,1,0.574798670573367
0,0,0.3184535731009433
0,1,0.5382734378899315
0,0,0.3350976186171924
1,1,0.591206352072129
0,1,0.6051062211808869
1,1,0.8018109470299661
1,1,0.8982506431146771
0,0,0.3528328503418572
0,0,0.21921752741860806
0,0,0.49415076533066554
1,1,0.5773736493599494
0,0,0.4806007423482059
0,1,0.7336255264906786
0,0,0.17702059608631174
0,0,0.08517240285025532
0,0,0.34365053032591075
0,1,0.7961836507240517
0,1,0.7910489578293224
0,0,0.2595157849447202
0,0,0.19191086301921023
0,0,0.10675679160583611
0,1,0.6392306154625828
0,1,0.8665143719930918
0,0,0.17683188884927933
0,0,0.3698164407204055
0,0,0.4734866964115383
0,0,0.1882775173318887
0,1,0.8419552355605217
0,1,0.6421664029675411
0,1,0.5506754479897046
1,1,0.6531319665905262
0,1,0.7935723332196911
1,1,0.5395055901525602
0,0,0.28515276639399
0,0,0.1617594014918015
0,0,0.406524739811514
1,1,0.7552021419757049
0,0,0.3865697766970137
0,0,0.20344049783550983
1,1,0.7013878121302982
0,1,0.9245054152006332
0,0,0.4229770667333924
0,0,0.2295496729992616
0,0,0.10215899107614801
0,0,0.42364796825381207
0,1,0.7505969018606394
0,0,0.26643078874728404
0,1,0.7313384130321638
0,0,0.21577043542453977
0,0,0.3947840136437888
0,0,0.1751174995858381
0,0,0.08150320979448801
0,1,0.689324051576331
0,1,0.6399090059692957
0,1,0.9167462915177917
0,1,0.5380795707489072
0,1,0.5392194051192348
0,0,0.22768499440961468
0,0,0.35932718587631207
0,0,0.22077350833028103
0,0,0.12504123496231423
0,0,0.177854452402224
1,1,0.7965763050744022
0,1,0.7473257352218773
0,0,0.19691587322278736
0,1,0.519121131115767
0,0,0.2771747658699502
1,1,0.7196277842894824
0,0,0.0789479272728799
0,0,0.4776679978835867
0,0,0.33635596475207
0,0,0.18425788725402642
0,0,0.2630087986527669
0,1,0.6902611194267917
0,0,0.06221002959854917
0,0,0.17861171305886048
0,0,0.09281974851164607
1,1,0.7721359055563806
0,0,0.37183731653104923
0,0,0.48001234956405364
0,1,0.535960736133572
0,0,0.29846068975724505
0,0,0.3619734359686961
0,0,0.33217438037358865
1,0,0.43295285507356585
0,0,0.3105448086383296
0,0,0.48512874421188135
1,0,0.2726895249637444
0,0,0.3986907949791131
0,1,0.5998312964043457
1,1,0.8265369706570812
0,0,0.2279912920959291
0,0,0.4002447255720405
1,0,0.4057391862330136
0,1,0.579233157833529
0,0,0.19674374206258027
0,0,0.47727432523267843
0,0,0.2751779226970859
0,1,0.6450454659168469
0,0,0.39387340506727714
0,0,0.49931662067211197
0,0,0.06084439266500452
0,0,0.26603927152330986
0,1,0.5461349347246066
0,0,0.3691116175940985
0,0,0.061841413254379994
0,0,0.08624361642073737
0,0,0.44061820058247914
0,0,0.08978365810504796
0,1,0.5278323250670786
0,0,0.40511802626153903
0,0,0.11294454271776032
1,0,0.4046338193818997
0,1,0.5662250804057444
0,0,0.4212920578874381
0,1,0.5905675043029481
0,1,0.5991824487042242
1,1,0.6753866532420242
0,0,0.3495024495365015
1,1,0.9549822741568469
0,0,0.16701092486075264
1,0,0.35379916260204053
1,1,0.607965162462921
0,1,0.5280933335139286
0,0,0.15314356282856753
0,0,0.3134527420920289
0,0,0.31778753435722673
1,1,0.6092469415701485
0,0,0.2778597995163429
0,0,0.4232683447823724
0,0,0.4517821003545576
0,0,0.31869435158571646
1,1,0.7888146267243463
0,0,0.41936243746509844
0,0,0.07719096813765844
0,0,0.24385472993287124
0,0,0.28904839523368964
1,0,0.3841918953407301
0,1,0.543950083857942
0,0,0.46748963050895587
0,0,0.05874625047500656
0,0,0.348335419774886
0,1,0.887844874051562
1,1,0.8397902853643308
0,1,0.7534754658362143
0,0,0.3119570179396579
0,0,0.42632654547286514
0,0,0.37184812835476994
0,0,0.3067370435305108
1,0,0.22596332376824366
0,0,0.07054741199273772
1,1,0.7282713025811309
0,0,0.27379187589666837
0,0,0.3081724405601074
0,0,0.3512660267028007
0,0,0.05952864212630662
0,0,0.3617467146087935
1,0,0.435668112379663
1,0,0.24664372607920193
0,1,0.5376374672120565
0,0,0.2010840266742136
0,0,0.17722468790863555
0,0,0.4841065371472179
0,0,0.3084818060902693
1,1,0.5313500345840307
0,0,0.2957099232152476
0,0,0.04324226982636515
0,1,0.733801759052625
0,0,0.30938835857076624
1,1,0.6696708679331258
0,0,0.4720471594067237
0,0,0.4889350231603669
1,1,0.7037823887708949
0,0,0.20437170692786563
0,1,0.7144712368218411
0,0,0.19803352038142752
0,0,0.1892429826110133
0,0,0.4618496704972065
0,0,0.3461984871337973
0,0,0.4157047241824681
0,0,0.4900958402952647
1,1,0.6719255562278796
0,1,0.5068265466978539
0,0,0.042142556893859255
0,0,0.21402545078316884
0,0,0.2852161595301588
0,0,0.23791680248093547
0,1,0.7345974679920395
1,1,0.5296437838957454
0,1,0.7847207450328976
0,0,0.1663183769963308
0,1,0.7286897802487117
1,0,0.2608522962555242
0,0,0.3325467898115862
0,0,0.3071217523681784
1,1,0.880087869455891
0,0,0.3721549569968303
0,0,0.29076358266226465
0,0,0.42839032908982777
0,0,0.44525444495978295
0,0,0.30033064338913185
0,0,0.03548215741674302
0,1,0.5018875380169684
0,0,0.41375958902120946
0,0,0.3156331167725307
0,0,0.22362486060305714
0,0,0.30240901101725787
0,0,0.3900938628240563
1,0,0.42244107914039053
0,0,0.3895482836080875
0,1,0.7922244736444384
0,0,0.28030333887015835
1,0,0.4481153301525524
0,0,0.47787048387133335
0,0,0.35910089776820625
0,0,0.28365305498938875
0,1,0.5860272317629142
0,0,0.3724085273832651
0,0,0.3923381298729096
0,0,0.12899850472459085
1,0,0.3778190360737873
0,0,0.2882125884166437
0,0,0.14657290716923824
0,0,0.3412247715881844
0,0,0.23590197199895352
0,0,0.31256522075156323
1,1,0.8306618380208921
1,0,0.41513079842525175
0,0,0.2496247073844961
0,1,0.6219148748273164
0,0,0.25920333638855364
1,1,0.7376683265304955
0,0,0.4642067207231096
1,0,0.47552949482693274
0,0,0.3482555923396085
0,0,0.20646384281793353
0,0,0.18727345080270996
0,0,0.13272944094916223
0,0,0.18808551972373774
0,0,0.2841633815888135
1,1,0.678470318375209
0,1,0.5812281307856585
0,0,0.39691362603345687
0,0,0.44565589957891727
0,0,0.12591599403331777
0,0,0.4746469941127634
0,0,0.3984273599129425
1,1,0.7733477544165419
0,0,0.4525443340903013
0,0,0.02968065222719404
0,0,0.28511120330724055
0,1,0.5052382887614892
0,0,0.0983270019133054
0,1,0.7134998920212023
1,1,0.5503397989973627
1,1,0.5235903462669564
0,0,0.4725583694058417
0,1,0.5560413045225729
1,1,0.5531279390019705
0,0,0.45273139745921287
0,1,0.6608160076686753
0,0,0.2256788439674031
0,0,0.17680800611309982
0,0,0.06609601267316302
0,0,0.28266516788517115
0,0,0.3452784054595391
0,0,0.37331939562517297
0,0,0.04252585547086529
0,0,0.14250605292699317
0,0,0.13955352012856867
1,0,0.24708239687880287
0,0,0.2543048067430311
0,1,0.7240429526635073
0,1,0.7637470790026982
1,1,0.823016097280406
0,0,0.42799179394058473
1,0,0.4838390146777348
0,1,0.9227188465309101
0,0,0.3098219621446981
0,0,0.19600773070904376
0,0,0.047126501456695336
0,1,0.547581246564225
0,0,0.16651756170771534
0,0,0.1928265992251712
0,0,0.1967425973618617
1,0,0.48912635737900173
1,1,0.7466210672793164
0,0,0.4614452249781722
0,0,0.35582711370441766
0,0,0.2562096878850505
0,0,0.37650608893806176
0,0,0.10133970150826181
0,0,0.05055531806716282
0,0,0.4454932452210713
1,1,0.9085908125362095
0,1,0.6510674042851492
0,0,0.467828691062688
0,1,0.6849528845509762
0,1,0.5779128734348771
0,1,0.5562079729674654
0,0,0.29779360730316573
0,1,0.771160465532345
1,0,0.4093678401043383
0,1,0.6396482845397423
0,1,0.5552161106168156
0,1,0.5575739340278755
0,1,0.5518191652352366
0,0,0.4263949564660891
0,0,0.165073911564679
0,0,0.2792684357825722
0,0,0.3216587541140628
1,0,0.20628530929628103
0,1,0.5341113319524268
0,1,0.7041244127956114
0,1,0.7936180348735533
0,0,0.3132455508425653
0,0,0.13385461323899683
0,1,0.5844202002172556
0,0,0.38482041304535014
1,0,0.471705609728905
1,1,0.6966290851098382
0,1,0.8197306388526344
0,1,0.7299552827936974
0,0,0.08736916534863404
1,1,0.6700383811649208
0,1,0.7548501486490133
0,0,0.23246404636335347
0,1,0.7286804442496976
1,1,0.5968229468999808
0,0,0.40340607712785187
0,0,0.09803141064119462
0,0,0.17801364650041185
0,0,0.4443070976913819
0,0,0.12059692932108114
0,1,0.5086000094016041
0,0,0.1712677653520324
0,0,0.2230745992178121
0,1,0.8287965324750686
0,0,0.39464095780150693
0,1,0.6756902061762047
0,0,0.14314814886809024
0,1,0.6707458116661561
0,0,0.3941644199032241
0,0,0.14697128962137465
1,0,0.28575293512606526
0,0,0.3342324490068874
0,1,0.5814559156082241
0,0,0.17214176062074013
0,0,0.38569768106019403
0,0,0.1790807529435353
0,0,0.12211844817934368
0,0,0.3578426736791482
0,1,0.6737437595721802
1,1,0.8414374488439389
0,0,0.3356011690163457
0,0,0.10732896906274401
1,1,0.6183081068457216
0,1,0.5257067168523342
1,1,0.8479402863634394
0,1,0.6554429379231161
0,1,0.6303911267260045
0,0,0.20164397421941607
0,0,0.2649174082232571
0,0,0.316128985788097
1,1,0.6743871248714886
0,0,0.33850703388469716
0,0,0.07312297430136314
0,1,0.6553251962758974
0,1,0.5095080915037085
1,1,0.6729735746390944
0,1,0.5410652340765479
0,0,0.09249375850434827
0,0,0.40204013044462383
0,0,0.30635202144551665
0,0,0.23369253744844928
0,0,0.40298147823733893
0,0,0.1919730089712703
0,1,0.8764931189664185
0,1,0.6034532797772248
1,0,0.3987636309891932
0,1,0.503367911311889
0,0,0.2769934133721183
0,0,0.17601237764344238
0,0,0.0753904321962902
1,0,0.42842371643000055
0,0,0.2206602914679967
1,0,0.4545363025272265
0,0,0.42541871124112635
0,0,0.32967534105389745
1,0,0.21021623277735177
0,1,0.5308534129490355
0,1,0.8092437562450516
1,1,0.7781992972223924
1,1,0.7695405570044591
1,1,0.800455714556987
0,0,0.28105697659198076
0,0,0.405019063483136
0,0,0.45096506068124204
0,0,0.273265158192962
0,0,0.4026963502359076
0,1,0.8911136253090578
0,1,0.5825284707429477
0,0,0.10920066222577555
0,1,0.781282858103753
0,0,0.10371426244145382
0,1,0.5540020881440604
0,0,0.1823073534389377
0,0,0.24671534209038548
1,1,0.7100153629256819
1,1,0.6353832065402695
0,0,0.4263966898757609
0,0,0.476146404504937
0,0,0.4493539054323909
1,0,0.42319727339543695
0,0,0.26798946886292807
0,0,0.08306788735582782
0,1,0.8448643286639441
0,0,0.20390557515731314
0,0,0.0921874274829397
0,0,0.3928834751175307
0,0,0.1372783884719471
0,0,0.16246222830945886
0,0,0.22958554628843797
0,1,0.6358235023746014
1,1,0.9499866767888461
0,0,0.3810915476916794
0,0,0.44885093251944364
0,0,0.10485744374542415
0,1,0.6633722816639964
0,1,0.7281629245993972
0,0,0.22857518065395835
1,1,0.7168018590638164
0,0,0.11355368290352058
0,0,0.34752064921755527
1,1,0.6646512705718466
0,0,0.2491538337008868
1,1,0.8473342730359845
0,0,0.49949015398297536
1,1,0.6847732292856916
0,1,0.5683985281931538
0,1,0.5192437354832146
0,0,0.24431303275035673
0,0,0.17146169948000498
1,1,0.6554261292717748
1,0,0.401912667956186
1,0,0.20579525704773322
0,0,0.19698213486080654
0,0,0.18761754020137023
0,0,0.33075602526617764
0,0,0.16959637618276457
0,0,0.20152439793236498
0,0,0.06348504461379792
1,0,0.4787014370962216
0,1,0.6517316646582697
1,1,0.9000124430985829
0,1,0.8102216678440523
0,0,0.4445727535171124
0,0,0.37943370942846943
0,0,0.20842981260071794
0,1,0.651754500782481
0,1,0.8262254413376219
0,0,0.4877439043374108
1,1,0.5340883947260311
0,0,0.18115997447930415
0,0,0.12945023448385037
0,0,0.46132556244108136
1,1,0.6749518592612033
0,0,0.046424705739743645
0,0,0.3324542986780531
0,0,0.1438395661072441
0,0,0.45765112468814995
0,1,0.5781057768705592
0,0,0.44254302966276915
0,0,0.21500163816095352
1,1,0.6365078103528432
0,0,0.42999715318983645
0,1,0.7490921959194878
0,0,0.1925105758673313
0,1,0.6753926917010243
0,1,0.7865169393548596
0,0,0.3441878440617963
0,1,0.5395522578339726
0,1,0.7875827105349057
0,0,0.4517357881294982
0,0,0.49025499505155573
1,0,0.4531499456616154
0,1,0.6247094215287264
1,1,0.703584026409907
0,1,0.6903385846807919
0,1,0.5800886639810207
1,0,0.48160842070525944
1,1,0.5368105698067219
1,1,0.6424182503766053
0,1,0.7073377189845683
0,1,0.8763559207696654
0,0,0.3755177731793949
0,0,0.3150447498032588
0,0,0.23006794214245282
0,1,0.6641300477229826
0,0,0.26758807015612335
0,0,0.18614249489310863
0,0,0.3883469927051667
0,0,0.48108788591952883
0,0,0.34485774036483835
0,0,0.315152749331354
0,1,0.7682610358690433
1,1,0.6662237731203946
0,0,0.13925299496813473
0,0,0.3069574295884555
0,0,0.31351391876381374
1,1,0.8485609711837392
0,0,0.43617645084685186
0,1,0.5979263255020272
0,0,0.46154868519119585
0,0,0.30026939932387614
0,1,0.643690441762832
0,1,0.5451739462138031
1,1,0.5288636201856872
0,0,0.44259220376897773
0,1,0.6116665943724384
0,0,0.36550713302275895
0,0,0.29877403596412255
0,1,0.5038076197573849
0,0,0.15055683706302705
0,0,0.20673623143745767
0,0,0.1884459567242735
0,0,0.26675223292603945
0,0,0.2763373866128097
0,0,0.4002868521533312
1,0,0.39563537308758306
0,1,0.5179483438950941
0,0,0.36037997815533485
0,0,0.2431316086746473
0,0,0.4557890647542401
0,0,0.326555210932493
0,0,0.42031892421005657
0,0,0.13205498638288823
0,1,0.7304475740201328
0,1,0.7107744360394088
0,1,0.8790679920034865
0,0,0.07686980015350786
1,1,0.8410657855666989
0,0,0.22694146415849165
0,1,0.5851240145376873
0,0,0.34155368996455343
1,1,0.5319408705782136
1,0,0.33801528754671634
1,0,0.41979377354172753
0,1,0.5082042042135666
0,0,0.2726291338671075
0,0,0.1361684590620738
1,1,0.8017246493431932
0,0,0.05862175755914371
0,0,0.16739806501979398
0,1,0.7318539346434304
1,1,0.6488555074066551
0,0,0.13715007625883657
0,0,0.15118936904318125
0,0,0.46968966262769923
1,1,0.7515110899274347
1,1,0.6390065928632623
1,0,0.2189327477602209
0,0,0.1702518916367869
1,1,0.8095917881361663
0,0,0.10444489395953804
0,0,0.41884215535845504
0,0,0.43728324645801336
0,0,0.23425718633283138
0,0,0.4909055513815117
1,1,0.8988076139260563
0,1,0.5372088213282534
0,1,0.6308652020366627
0,0,0.1095526266217559
0,1,0.5161776378521196
0,1,0.6632459941986368
1,1,0.5123940650318025
0,0,0.20421694556675565
1,1,0.5771603179781303
0,0,0.24878519599303708
1,0,0.3095689445350924
0,0,0.40668049289693914
0,0,0.260572158656777
1,1,0.5672108641536489
